,rain,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320180630-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320180630-060000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320180630-063000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320180630-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320180630-073000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170601-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170601-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170601-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170601-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170601-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170602-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170602-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170602-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170602-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170602-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170603-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170603-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170603-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170603-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170603-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170604-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170604-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170604-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170604-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170604-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170605-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170605-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170605-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170605-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170605-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170606-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170606-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170606-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170606-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170606-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170607-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170607-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170607-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170607-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170607-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170608-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170608-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170608-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170608-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170608-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170609-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170609-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170609-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170609-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170609-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170610-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170610-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170610-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170610-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170610-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170611-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170611-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170611-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170611-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170611-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170612-053000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170612-060000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170612-063000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170612-070000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170612-073000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170613-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170613-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170613-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170613-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170613-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170614-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170614-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170614-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170614-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170614-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170615-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170615-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170615-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170615-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170615-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170616-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170616-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170616-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170616-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170616-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170617-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170617-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170617-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170617-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170617-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170618-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170618-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170618-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170618-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170618-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170619-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170619-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170619-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170619-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170619-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170620-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170620-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170620-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170620-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170620-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170621-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170621-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170621-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170621-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170621-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170622-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170622-060000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170622-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170622-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170622-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170623-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170623-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170623-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170623-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170623-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170624-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170624-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170624-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170624-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170624-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170625-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170625-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170625-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170625-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170625-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170626-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170626-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170626-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170626-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170626-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170627-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170627-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170627-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170627-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170627-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170628-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170628-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170628-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170628-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170628-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170629-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170629-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170629-063000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170629-070000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170629-073000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170630-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170630-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170630-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170630-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0120170630-073000.wav,0,
